price,price_per_sqft,area,bedrooms,floor_number,is_floor_availabe,area_type,is_area_type_availabe,property_age,is_property_age_availabe,bathroom,property_type,locality
1.05,13496,1119,2,lower_floor,1,Not Specified,0,not_specify,0,2,flat,Ulwe
1.2,9836,1220,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Kamothe
0.8,11594,690,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 11 Kamothe
0.73,8477,861,3,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Adaigaon
2.7,20769,1850,3,middle_floor,1,Carpet Area,1,new_property,1,3,flat,Sector 18 Ulwe
1.28,16000,1251,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Sector 21 Kamothe
2,28571,700,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 9 Ulwe
1.85,15416,1200,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Kharghar
1.32,11000,1200,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Khanda Colony
1.55,10689,1450,2,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Sector 18 Kamothe
1.8,15424,1167,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Panvel
1.2,14117,850,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Kamothe
1.15,16594,693,1,higher_floor,1,Super Built-up Area,1,new_property,1,1,flat,Ghansoli
1.4,19178,730,2,higher_floor,1,Not Specified,0,not_specify,0,2,flat,Kharghar
1.62,18000,1309,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Kamothe
1.73,16507,1048,2,middle_floor,1,Not Specified,0,not_specify,0,2,flat,Kopar Khairane
1.7,10059,1690,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Panvel
0.94,13823,1050,2,lower_floor,1,Built-up Area,1,new_property,1,2,flat,Kamothe
0.35,7777,450,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Vihighar
1.29,6732,1916,3,higher_floor,1,Built-up Area,1,not_specify,0,3,flat,Pushpak Nagar
1.4,11618,1205,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Panvel
2.3,19574,1175,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Sector 8 Sanpada
3.29,10699,3075,4,middle_floor,1,Super Built-up Area,1,new_property,1,4,flat,Panvel
1.4,21538,995,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 20 Kopar Khairane
2.65,33125,1200,2,Not Specified,0,Super Built-up Area,1,not_specify,0,1,flat,Sector 9 Vashi
1.8,27692,650,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Ulwe
0.7,10447,670,1,Not Specified,0,Built-up Area,1,new_property,1,1,flat,Karanjade
3.9,22740,1715,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Kopar Khairane
2.45,13243,1850,3,middle_floor,1,Built-up Area,1,new_property,1,3,flat,Sector 19 Kharghar
1.65,12692,1300,2,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 19 Kharghar
0.35,8139,575,1,lower_floor,1,Not Specified,0,not_specify,0,1,flat,Shilphata
1.05,8713,1205,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Panvel
0.75,11194,670,1,lower_floor,1,Super Built-up Area,1,new_property,1,1,flat,Karanjade
2.05,29883,1180,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Airoli
0.32,12600,395,0.5,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Sector 24 Ulwe
0.33,9874,3390,0.5,lower_floor,1,Carpet Area,1,old_property,1,1,flat,Sector 17 Ulwe
1.4,15555,1405,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 35E Kharghar
2.05,25625,800,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 17 Vashi
1,8695,1150,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Kamothe
0.99,12437,1075,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kamothe
0.46,6336,726,1,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Old Panvel
1.15,16197,710,2,middle_floor,1,Carpet Area,1,moderately_new,1,2,flat,Kamothe
1.15,11979,1200,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kamothe
0.38,6608,575,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Navada Colony
0.75,7812,960,2,lower_floor,1,Built-up Area,1,new_property,1,2,flat,Sector 35 Kamothe
0.8,16093,500,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Panvel
1.13,16376,690,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 35 Kamothe
0.6,9090,660,1,lower_floor,1,Not Specified,0,moderately_new,1,1,flat,Ulwe
1.35,11739,1150,2,lower_floor,1,Built-up Area,1,not_specify,0,2,flat,Sector 35G Kharghar
3.5,34653,1010,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 7 Kharghar
0.95,7916,1200,2,middle_floor,1,Super Built-up Area,1,new_property,1,2,flat,Sector 20 Roadpali
0.92,13391,687,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,New Panvel
0.36,8756,670,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Dronagiri
0.8,12422,644,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Taloja Phase 2
1,14925,670,2,lower_floor,1,Not Specified,0,new_property,1,2,flat,Kharghar
1.42,16608,855,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,New Panvel
1.59,27413,740,2,middle_floor,1,Not Specified,0,not_specify,0,2,flat,Sector 44A Seawoods
0.69,11500,600,5,Not Specified,0,Carpet Area,1,not_specify,0,1,flat,Ranjanpada
1.7,22666,750,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 8A Airoli
2.25,23584,954,3,middle_floor,1,Not Specified,0,not_specify,0,2,flat,Belapur
0.66,8250,800,3,Not Specified,0,Super Built-up Area,1,not_specify,0,2,house,Adaigaon
0.72,15000,750,2,lower_floor,1,Not Specified,0,not_specify,0,2,flat,Ulwe
2.25,34885,644,2,Not Specified,0,Not Specified,0,new_property,1,2,flat,Sanpada
1.15,8785,1309,2,middle_floor,1,Built-up Area,1,new_property,1,2,flat,Sector 35 Kamothe
1.2,10810,1110,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Sector 21 Kamothe
7.4,18048,4100,4,higher_floor,1,Super Built-up Area,1,new_property,1,4,flat,Sector 23 Kharghar
3.25,26000,1845,3,higher_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Sector 7 Kharghar
1.18,15800,1150,2,lower_floor,1,Built-up Area,1,new_property,1,2,flat,Sector 35 Kamothe
1.16,9739,1191,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Sector 22 Kamothe
0.95,11529,1211,3,lower_floor,1,Built-up Area,1,moderately_new,1,3,flat,New Panvel
0.78,22463,685,1,higher_floor,1,Super Built-up Area,1,new_property,1,1,flat,Sector 35I Kharghar
0.77,7000,1100,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Karanjade
1.17,15000,1060,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Sector 22 Kamothe
2,28571,700,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 9 Ulwe
1.02,14265,715,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Kamothe
3,24590,1220,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 8B Belapur
1.65,11000,1500,3,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Khanda Colony
1.05,13496,1119,2,lower_floor,1,Not Specified,0,not_specify,0,2,flat,Ulwe
1.2,9836,1220,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Kamothe
0.8,11594,690,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 11 Kamothe
2.7,20769,1850,3,middle_floor,1,Carpet Area,1,new_property,1,3,flat,Sector 18 Ulwe
1.28,16000,1251,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Sector 21 Kamothe
1.85,15416,1200,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Kharghar
1.32,11000,1200,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Khanda Colony
1.55,10689,1450,2,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Sector 18 Kamothe
1.8,15424,1167,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Panvel
1.2,14117,850,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Kamothe
1.15,16594,693,1,higher_floor,1,Super Built-up Area,1,new_property,1,1,flat,Ghansoli
1.4,19178,730,2,higher_floor,1,Not Specified,0,not_specify,0,2,flat,Kharghar
1.62,18000,1309,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Kamothe
1.73,16507,1048,2,middle_floor,1,Not Specified,0,not_specify,0,2,flat,Kopar Khairane
1.7,10059,1690,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Panvel
0.94,13823,1050,2,lower_floor,1,Built-up Area,1,new_property,1,2,flat,Kamothe
0.73,8477,861,3,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Adaigaon
0.35,7777,450,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Vihighar
0.65,10236,635,2,lower_floor,1,Not Specified,0,new_property,1,2,flat,Usarli Khurd
2.65,33125,1200,2,Not Specified,0,Super Built-up Area,1,not_specify,0,1,flat,Sector 9 Vashi
2.05,25625,800,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 17 Vashi
3.6,18414,1955,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Vashi
5.9,17797,3315,4,higher_floor,1,Super Built-up Area,1,new_property,1,4,flat,Sector 19D Vashi
12.5,45454,2750,6,Not Specified,0,Not Specified,0,not_specify,0,5,flat,Sector 29 Vashi
3.55,18158,1955,3,middle_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 19A Vashi
2.8,23333,1500,2,Not Specified,0,Built-up Area,1,not_specify,0,4,house,Sector 15 Vashi
1.6,14678,1090,2,lower_floor,1,Built-up Area,1,moderately_new,1,2,flat,Sector 28 Vashi
2.5,26315,950,2,middle_floor,1,Built-up Area,1,moderately_new,1,2,flat,Sector 17 Vashi
2.3,25555,1232,2,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 29 Vashi
2.4,30573,925,2,lower_floor,1,Built-up Area,1,moderately_new,1,2,flat,Sector 16 Vashi
2.8,31111,900,3,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 15 Vashi
3.7,31650,1169,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Vashi
3.71,31736,1955,3,higher_floor,1,Not Specified,0,new_property,1,3,flat,Vashi
1.99,13266,1500,3,lower_floor,1,Built-up Area,1,not_specify,0,3,flat,Sector 28 Vashi
2.2,29729,740,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Vashi
1.3,28888,450,2,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Sector 10 Vashi
2.1,35775,690,2,lower_floor,1,Not Specified,0,moderately_new,1,2,flat,Sector 14 Vashi
0.8,11173,716,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 31 Vashi
2.3,38079,751,2,lower_floor,1,Not Specified,0,moderately_new,1,2,flat,Sector 17 Vashi
2.15,14333,1500,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 12 Vashi
2,12500,1600,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 28 Vashi
3.5,21212,1650,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 28 Vashi
2,15686,1650,3,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 30A Vashi
5.5,28205,1950,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
1.65,41250,400,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Vashi
0.85,12727,550,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Sector 26 Vashi
2.75,36666,750,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 12 Vashi
3,26086,1150,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 12 Vashi
3,36764,816,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 12 Vashi
2.75,15714,1750,1,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 26 Vashi
2.75,14102,1950,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 26 Vashi
2.25,25000,900,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
4.25,30357,1400,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 29 Vashi
3,35294,850,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 12 Vashi
3,35294,1150,2,higher_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Sector 12 Vashi
5.5,55000,1000,3,lower_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
2.35,24736,950,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 12 Vashi
3,35294,850,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Sector 12 Vashi
3,36764,816,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 12 Vashi
2.75,30555,900,3,lower_floor,1,Carpet Area,1,moderately_new,1,2,flat,Sector 15 Vashi
2.7,13500,2000,2,Not Specified,0,Super Built-up Area,1,moderately_new,1,3,flat,Sector 28 Vashi
6.29,18888,3330,4,higher_floor,1,Super Built-up Area,1,new_property,1,4,flat,Vashi
2.55,33464,1265,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 26 Vashi
1.2,26666,650,1,lower_floor,1,Super Built-up Area,1,not_specify,0,1,flat,Sector 12 Vashi
2.75,26190,1050,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 16 Vashi
2.4,32786,857,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
3.5,26119,1340,3,higher_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Sector 14 Vashi
3.6,30795,1169,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
3.45,33823,1020,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
2.9,38666,750,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
2.1,33870,620,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 16 Vashi
1.7,27868,610,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Vashi
2.9,17575,1650,3,higher_floor,1,Built-up Area,1,not_specify,0,3,flat,Sector 26 Vashi
1.5,27881,538,3,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
4.5,34839,1291,3,Not Specified,0,Not Specified,0,not_specify,0,2,house,Sector 6 Vashi
10,35714,2800,4,middle_floor,1,Super Built-up Area,1,new_property,1,4,flat,Sector 9A Vashi
9,25714,3500,6,higher_floor,1,Super Built-up Area,1,new_property,1,6,flat,Sector 9A Vashi
4.5,26470,1700,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 9A Vashi
5.25,41687,1259,4,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Sector 6 Vashi
1.8,28571,630,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 17 Vashi
2.15,33290,645,2,Not Specified,0,Not Specified,0,not_specify,0,2,house,Sector 6 Vashi
6.3,31626,3330,5,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Vashi
1.48,12333,1200,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Sector 30 Vashi
2.19,33181,660,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
3.1,38750,800,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 9 Vashi
4.6,38333,1200,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
3.5,22580,1550,2,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 12 Vashi
3.4,20606,1650,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 12 Vashi
16,45737,3498,5,Not Specified,0,Super Built-up Area,1,not_specify,0,5,flat,Sector 28 Vashi
4.5,27272,1650,3,middle_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 29 Vashi
3.5,35000,1000,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.5,16077,1555,3,lower_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Sector 28 Vashi
1.5,16666,900,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
5.3,26500,2000,4,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Sector 7 Vashi
1.5,13043,1150,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 26 Vashi
3.25,24074,1350,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 14 Vashi
1.55,32291,480,1,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Vashi
0.57,22800,250,0.5,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Sector 12 Vashi
3.1,18235,1700,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 28 Vashi
3.75,24193,1550,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 12 Vashi
2.6,17931,1450,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
3.71,18976,1955,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Vashi
6.75,20903,3229,4,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Sector 12 Vashi
6.65,17000,3910,5,higher_floor,1,Built-up Area,1,new_property,1,5,flat,Sector 19 Vashi
6.89,18000,3830,5,higher_floor,1,Built-up Area,1,new_property,1,4,flat,Sector 19 Vashi
3.32,17000,1955,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 19 Vashi
3.35,38505,870,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
4.95,39285,1260,3,lower_floor,1,Not Specified,0,not_specify,0,3,flat,Vashi
1.9,11875,1600,3,lower_floor,1,Built-up Area,1,moderately_new,1,3,flat,Sector 28 Vashi
2.65,21200,1250,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 28 Vashi
7.25,36395,1992,5,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Sector 2 Vashi
5,23226,2152,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
3.1,19375,1600,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Sector 28 Vashi
5.66,17000,3330,5,higher_floor,1,Built-up Area,1,not_specify,0,4,flat,Sector 19 Vashi
2.75,23913,1150,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.5,31250,800,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Vashi
3.5,31818,1100,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Vashi
4.88,28705,1700,4,middle_floor,1,Carpet Area,1,moderately_new,1,4,flat,Vashi
2.5,29411,850,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Vashi
2.9,29000,1000,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Vashi
1.64,29818,550,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
2.4,26666,900,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 16 Vashi
6,25000,2400,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 19 Vashi
4.1,22777,2400,3,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Sector 14 Vashi
4.6,38333,2000,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 9 Vashi
2.8,28000,1460,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 15 Vashi
3,23076,1860,4,lower_floor,1,Super Built-up Area,1,not_specify,0,4,flat,Sector 12 Vashi
2.75,22916,1200,2,higher_floor,1,Built-up Area,1,moderately_new,1,2,flat,Sector 17 Vashi
2.85,27142,1050,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
1.9,27142,700,2,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 15 Vashi
5.1,26842,1900,3,higher_floor,1,Built-up Area,1,moderately_new,1,3,flat,Sector 14 Vashi
3.2,21192,1510,3,higher_floor,1,Built-up Area,1,not_specify,0,2,flat,Vashi
3.25,29545,1100,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Vashi
2.5,20000,1250,2,lower_floor,1,Built-up Area,1,new_property,1,2,flat,Sector 16 Vashi
2.8,32863,852,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Vashi
3.25,27083,1200,3,middle_floor,1,Super Built-up Area,1,new_property,1,3,flat,Sector 12 Vashi
1.4,12173,1150,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Sector 12 Vashi
2.4,27842,1600,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 26 Vashi
5.15,32087,2680,4,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
3.62,30966,1169,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
2.6,33810,769,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
2.85,35315,807,3,middle_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
4.1,41000,1000,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Sector 9 Vashi
3.6,18414,1955,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Vashi
9,20000,4500,6,Not Specified,0,Super Built-up Area,1,not_specify,0,6,flat,Sector 12 Vashi
3.25,19696,1650,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 12 Vashi
7.5,21428,3500,4,higher_floor,1,Super Built-up Area,1,not_specify,0,4,flat,Sector 14 Vashi
4.5,28037,1605,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Sector 19D Vashi
3,24000,1250,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
3.25,27083,1200,3,middle_floor,1,Carpet Area,1,not_specify,0,3,flat,Sector 28 Vashi
2.8,26666,1050,3,middle_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
2.75,16176,1700,3,higher_floor,1,Built-up Area,1,new_property,1,3,flat,Vashi
2.6,21666,1200,2,Not Specified,0,Built-up Area,1,not_specify,0,2,flat,Sector 14 Vashi
2.7,19565,1380,2,middle_floor,1,Built-up Area,1,not_specify,0,2,flat,Sector 29 Vashi
4.38,36591,1197,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Sector 9 Vashi
3.43,33627,1020,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.82,34944,807,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.59,33549,772,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
2.36,31466,750,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
3.62,30966,1169,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
6.1,30622,1992,4,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Vashi
2.25,31250,720,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Sector 28 Vashi
1.5,21428,700,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Sector 12 Vashi
2,28571,700,2,Not Specified,0,Not Specified,0,new_property,1,2,flat,Vashi
3.4,34170,995,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.75,42701,644,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
2,26666,750,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
2.1,32659,643,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Vashi
2,26666,750,2,middle_floor,1,Carpet Area,1,moderately_new,1,2,flat,Sector 9 Vashi
2.4,16000,1500,3,lower_floor,1,Built-up Area,1,not_specify,0,3,flat,Sector 28 Vashi
6.01,37989,1582,3,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Sector 17 Vashi
1.6,17777,900,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
2.35,17407,1350,3,lower_floor,1,Carpet Area,1,moderately_new,1,2,flat,Vashi
3.5,35000,1000,3,lower_floor,1,Carpet Area,1,moderately_new,1,3,flat,Sector 29 Vashi
2.85,19000,1500,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 29 Vashi
2.1,12000,1750,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 19 Vashi
2.3,24210,950,2,middle_floor,1,Built-up Area,1,moderately_new,1,2,flat,Sector 17 Vashi
6.15,42020,1463,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Vashi
3.25,32500,1450,3,lower_floor,1,Built-up Area,1,not_specify,0,3,flat,Sector 12 Vashi
3.1,26382,1175,2,lower_floor,1,Not Specified,0,not_specify,0,2,flat,Vashi
3,17647,1700,3,Not Specified,0,Built-up Area,1,not_specify,0,3,flat,Vashi
1.7,23943,710,2,middle_floor,1,Carpet Area,1,moderately_new,1,2,flat,Vashi
2.15,28859,745,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Vashi
2.59,19923,1300,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Vashi
2.74,19571,1600,3,higher_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Vashi
2.4,21818,1100,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Vashi
5.05,18787,2688,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Vashi
8.75,18776,4660,4,Not Specified,0,Super Built-up Area,1,not_specify,0,4,flat,Sector 17 Vashi
3,25000,1200,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Sector 10A Vashi
7,2593,27000,3,lower_floor,1,Carpet Area,1,moderately_new,1,4,flat,Sector 10 Vashi
2,25000,800,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 2 Vashi
2.8,28000,1000,3,lower_floor,1,Carpet Area,1,new_property,1,3,flat,Sector 15 Vashi
2.8,17845,1569,3,lower_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sector 12 Vashi
3,21428,1400,3,Not Specified,0,Built-up Area,1,not_specify,0,2,flat,Sector 14 Vashi
2.7,17197,1570,3,lower_floor,1,Built-up Area,1,not_specify,0,3,flat,Sector 15 Vashi
16,47643,3358,4,Not Specified,0,Super Built-up Area,1,not_specify,0,4,flat,Sector 28 Vashi
2,21052,950,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 17 Vashi
2.45,32666,750,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 9 Vashi
2.5,22727,1100,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sector 17 Vashi
4.88,30404,1605,4,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Vashi
2.19,33384,656,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
1.95,32125,607,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vashi
2.37,31349,756,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Vashi
2.3,25555,900,2,lower_floor,1,Built-up Area,1,moderately_new,1,2,flat,Vashi
6.5,32630,1992,4,higher_floor,1,Carpet Area,1,new_property,1,4,flat,Vashi
5.09,38473,1323,4,higher_floor,1,Not Specified,0,new_property,1,4,flat,Vashi
8.75,38923,2248,4,higher_floor,1,Not Specified,0,new_property,1,4,flat,Vashi
