Unnamed: 0,locality,locality_clean,latitude,longitude,geocoded_display_name
1354,Ranjanpada,Ranjanpada,18.9092584,73.0158486,"Ranjanpada, JNPT Road, Uran Subdistrict, Raigad, Maharashtra, 400707, India"
1355,Sector 8A Airoli,Sector 8A Airoli,19.1427827,72.9934041,"Yogesh Apartment, Sector 8A, Acharya Vinobha Bhave Road, Diva Village, Airoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400708, India"
1356,Belapur,Belapur,19.6197639,74.6599008,"Belapur, SH44, Shrirampur, Ahilyanagar District, Maharashtra, 413700, India"
1357,Adaigaon,Adaigaon,,,
1358,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1359,Sanpada,Sanpada,19.0659774,73.0095329,"Sanpada, Sanpada Station Road, Sanpada, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400706, India"
1360,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1361,Sector 21 Kamothe,Sector 21 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1362,Sector 23 Kharghar,Sector 23 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1363,Sector 7 Kharghar,Sector 7 Kharghar,19.0331695,73.0658742,"Hotel Three Star, Sector 7, Kharghar Flyover, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1364,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1365,Sector 22 Kamothe,Sector 22 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1366,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1367,Sector 35I Kharghar,Sector 35I Kharghar,19.0458353,73.0783195,"Sector 19th Road, Kharghar Village, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1368,Karanjade,Karanjade,,,
1369,Sector 22 Kamothe,Sector 22 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1370,Sector 9 Ulwe,Sector 9 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1371,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1372,Sector 8B Belapur,Sector 8B Belapur,19.0310419,73.0356567,"Sector 9 Agro Project Farm, Belapur East, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, India"
1373,Khanda Colony,Khanda Colony,19.0062716,73.1077566,"Khanda Colony, Flyover, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401206, India"
1374,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1375,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1376,Sector 11 Kamothe,Sector 11 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1377,Sector 18 Ulwe,Sector 18 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1378,Sector 21 Kamothe,Sector 21 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1379,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1380,Khanda Colony,Khanda Colony,19.0062716,73.1077566,"Khanda Colony, Flyover, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401206, India"
1381,Sector 18 Kamothe,Sector 18 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1382,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1383,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1384,Ghansoli,Ghansoli,19.1163797,73.0069928,"Ghansoli, Ghansoli Station Road, Sector 6, Ghansoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400701, India"
1385,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1386,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1387,Kopar Khairane,Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1388,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1389,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1390,Adaigaon,Adaigaon,,,
1391,Vihighar,Vihighar,,,
1392,Usarli Khurd,Usarli Khurd,,,
1393,Sector 9 Vashi,Sector 9 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1394,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1395,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1396,Sector 19D Vashi,Sector 19D Vashi,19.0699948,72.9959605,"Sector 1, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, India"
1397,Sector 29 Vashi,Sector 29 Vashi,19.0894378,73.0047837,"Sector 29 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1398,Sector 19A Vashi,Sector 19A Vashi,19.0699948,72.9959605,"Sector 1, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, India"
1399,Sector 15 Vashi,Sector 15 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1400,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1401,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1402,Sector 29 Vashi,Sector 29 Vashi,19.0894378,73.0047837,"Sector 29 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1403,Sector 16 Vashi,Sector 16 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1404,Sector 15 Vashi,Sector 15 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1405,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1406,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1407,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1408,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1409,Sector 10 Vashi,Sector 10 Vashi,19.0990752,73.0051825,"D Mart Police Station, Sector 10, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1410,Sector 14 Vashi,Sector 14 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1411,Sector 31 Vashi,Sector 31 Vashi,19.0699948,72.9959605,"Sector 1, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, India"
1412,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1413,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1414,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1415,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1416,Sector 30A Vashi,Sector 30A Vashi,19.0643025,72.9999608,"Inorbit Mall, Sector 30A, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1417,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1418,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1419,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1420,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1421,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1422,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1423,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1424,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1425,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1426,Sector 29 Vashi,Sector 29 Vashi,19.0894378,73.0047837,"Sector 29 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1427,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1428,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1429,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1430,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1431,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1432,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1433,Sector 15 Vashi,Sector 15 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1434,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1435,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1436,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1437,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1438,Sector 16 Vashi,Sector 16 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1439,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1440,Sector 14 Vashi,Sector 14 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1441,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1442,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1443,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1444,Sector 16 Vashi,Sector 16 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1445,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1446,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1447,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1448,Sector 6 Vashi,Sector 6 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1449,Sector 9A Vashi,Sector 9A Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1450,Sector 9A Vashi,Sector 9A Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1451,Sector 9A Vashi,Sector 9A Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1452,Sector 6 Vashi,Sector 6 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1453,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1454,Sector 6 Vashi,Sector 6 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1455,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1456,Sector 30 Vashi,Sector 30 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1457,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1458,Sector 9 Vashi,Sector 9 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1459,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1460,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1461,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1462,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1463,Sector 29 Vashi,Sector 29 Vashi,19.0894378,73.0047837,"Sector 29 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1464,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1465,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1466,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1467,Sector 7 Vashi,Sector 7 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1468,Sector 26 Vashi,Sector 26 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1469,Sector 14 Vashi,Sector 14 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1470,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1471,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1472,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1473,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1474,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1475,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1476,Sector 12 Vashi,Sector 12 Vashi,19.0877597,73.0039074,"Sector 12 Vashi, Vashi - Koparkhairne Link Road, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1477,Sector 19 Vashi,Sector 19 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1478,Sector 19 Vashi,Sector 19 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1479,Sector 19 Vashi,Sector 19 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1480,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1481,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1482,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1483,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1484,Sector 2 Vashi,Sector 2 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1485,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1486,Sector 28 Vashi,Sector 28 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1487,Sector 19 Vashi,Sector 19 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1488,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1489,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1490,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1491,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1492,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1493,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1494,Vashi,Vashi,19.0632481,72.9987966,"Vashi, Vashi Station Road, Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1495,Sector 16 Vashi,Sector 16 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1496,Sector 19 Vashi,Sector 19 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1497,Sector 14 Vashi,Sector 14 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1498,Sector 9 Vashi,Sector 9 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1499,Sector 15 Vashi,Sector 15 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
