Unnamed: 0,locality,locality_clean,latitude,longitude,geocoded_display_name
1183,Kurla ,Kurla,19.0652797,72.8793805,"Kurla, S G Barve Marg, Brahmanwadi, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400024, India"
1184,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1185,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1186,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1187,Kanjurmarg ,Kanjurmarg,19.1241020,72.9385562,"Kanjurmarg Flyover, Tagore Nagar, Vikhroli East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400042, India"
1188,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
1189,Chandivali,Chandivali,19.1091482,72.8945793,"Chandivali, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
1190,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1191,Chandivali,Chandivali,19.1091482,72.8945793,"Chandivali, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400072, India"
1192,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1193,Kurla ,Kurla,19.0652797,72.8793805,"Kurla, S G Barve Marg, Brahmanwadi, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400024, India"
1194,Pirojshanagar,Pirojshanagar,19.1016734,72.9236504,"Pirojsha Godrej Nagar, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400079, India"
1195,Pirojshanagar,Pirojshanagar,19.1016734,72.9236504,"Pirojsha Godrej Nagar, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400079, India"
1196,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1197,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1198,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1199,Bhandup ,Bhandup,19.1427570,72.9376543,"Bhandup, Bhandup Station Road, Bhandup West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400078, India"
1200,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1201,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1202,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1203,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1204,Kurla ,Kurla,19.0652797,72.8793805,"Kurla, S G Barve Marg, Brahmanwadi, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400024, India"
1205,Vikhroli ,Vikhroli,19.1114795,72.9280210,"Vikhroli, P. Soman Marg, Hariyali, Vikhroli West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400059, India"
1206,Kannamwar Nagar 1,Kannamwar Nagar 1,19.1168383,72.9401198,"Kannamwar Nagar II, Vikhroli East, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400083, India"
1207,Pirojshanagar,Pirojshanagar,19.1016734,72.9236504,"Pirojsha Godrej Nagar, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400079, India"
1208,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1209,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1210,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1211,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1212,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1213,Vikhroli ,Vikhroli,19.1114795,72.9280210,"Vikhroli, P. Soman Marg, Hariyali, Vikhroli West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400059, India"
1214,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1215,Pirojshanagar,Pirojshanagar,19.1016734,72.9236504,"Pirojsha Godrej Nagar, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400079, India"
1216,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1217,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1218,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
1219,Maneklal Estate,Maneklal Estate,,,
1220,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
1221,Ghatkopar ,Ghatkopar,19.0856928,72.9083668,"Ghatkopar, Station Road, Kapol Wadi, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400086, India"
1222,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1223,Vikhroli ,Vikhroli,19.1114795,72.9280210,"Vikhroli, P. Soman Marg, Hariyali, Vikhroli West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400059, India"
1224,Vikhroli ,Vikhroli,19.1114795,72.9280210,"Vikhroli, P. Soman Marg, Hariyali, Vikhroli West, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400059, India"
1225,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1226,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1227,Chembur ,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1228,Chembur,Chembur,19.0548180,72.8979713,"Chembur, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1229,Kurla ,Kurla,19.0652797,72.8793805,"Kurla, S G Barve Marg, Brahmanwadi, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400024, India"
1230,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1231,Deonar,Deonar,19.0475502,72.9051895,"Deonar, M/W Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400089, India"
1232,Maneklal Estate,Maneklal Estate,,,
1233,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1234,Kurla ,Kurla,19.0652797,72.8793805,"Kurla, S G Barve Marg, Brahmanwadi, Kurla West, L Ward, Mumbai Zone 5, Mumbai, Mumbai Suburban District, Maharashtra, 400024, India"
1235,Pant Nagar,Pant Nagar,19.0833305,72.9115042,"Pant Nagar, Ghatkopar East, N Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400075, India"
1236,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1237,Mulund,Mulund,19.1721366,72.9566971,"Mulund, Platform 4, Vijay Nagar, Mulund East, T Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400081, India"
1238,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1239,Powai,Powai,19.1187195,72.9073476,"Powai, S Ward, Mumbai Zone 6, Mumbai, Mumbai Suburban District, Maharashtra, 400076, India"
1240,Taloja,Taloja,19.0754826,73.0921912,"Taloja, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410208, India"
1241,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1242,Sector 8 Sanpada,Sector 8 Sanpada,19.0607337,73.0116775,"Sanpada, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400705, India"
1243,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1244,Sector 20 Kopar Khairane,Sector 20 Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1245,Sector 9 Vashi,Sector 9 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1246,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1247,Karanjade,Karanjade,,,
1248,Kopar Khairane,Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1249,Sector 19 Kharghar,Sector 19 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1250,Sector 19 Kharghar,Sector 19 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1251,Shilphata,Shilphata,19.1430394,73.0467879,"Shilphata, Shill Phata, Shill Gaon, Thane, Thane Subdistrict, Thane, Maharashtra, 410701, India"
1252,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1253,Karanjade,Karanjade,,,
1254,Airoli,Airoli,19.1585147,72.9994019,"Airoli, Airoli Station Road, Airoli Sector 2, Airoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400708, India"
1255,Sector 24 Ulwe,Sector 24 Ulwe,18.9759053,73.0297988,"Sector 19 Road, Vahal Village, Ulwe, Panvel Subdistrict, Raigad, Maharashtra, 400706, India"
1256,Sector 17 Ulwe,Sector 17 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1257,Sector 35E Kharghar,Sector 35E Kharghar,19.0471632,73.0807711,"Sector 18th Road, Murbi Village, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1258,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1259,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1260,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1261,Old Panvel,Old Panvel,18.9876767,73.1112492,"Old Panvel Bhaji Market, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410200, India"
1262,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1263,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1264,Navada Colony,Navada Colony,19.0538460,73.1030296,"Navade Road, MIDC Road Flyover, MIDC Taloja, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401218, India"
1265,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1266,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1267,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1268,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1269,Sector 35G Kharghar,Sector 35G Kharghar,19.0705589,73.0693177,"Hyde Park, Sector 35G, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1270,Sector 7 Kharghar,Sector 7 Kharghar,19.0331695,73.0658742,"Hotel Three Star, Sector 7, Kharghar Flyover, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1271,Sector 20 Roadpali,Sector 20 Roadpali,19.0366032,73.0911631,"Roadpali Park Ave, Kalamboli, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410218, India"
1272,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1273,Dronagiri,Dronagiri,18.8813327,72.9647315,"Dronagiri, Panvel Uran Road, Bokadvira, Uran Subdistrict, Raigad, Maharashtra, 400707, India"
1274,Taloja Phase 2,Taloja Phase 2,19.0754826,73.0921912,"Taloja, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410208, India"
1275,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1276,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1277,Sector 44A Seawoods,Sector 44A Seawoods,19.0126990,73.0115861,"Sector-44A, Seawoods West, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400706, India"
1278,Ranjanpada,Ranjanpada,18.9092584,73.0158486,"Ranjanpada, JNPT Road, Uran Subdistrict, Raigad, Maharashtra, 400707, India"
1279,Sector 8A Airoli,Sector 8A Airoli,19.1427827,72.9934041,"Yogesh Apartment, Sector 8A, Acharya Vinobha Bhave Road, Diva Village, Airoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400708, India"
1280,Belapur,Belapur,19.6197639,74.6599008,"Belapur, SH44, Shrirampur, Ahilyanagar District, Maharashtra, 413700, India"
1281,Adaigaon,Adaigaon,,,
1282,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1283,Sanpada,Sanpada,19.0659774,73.0095329,"Sanpada, Sanpada Station Road, Sanpada, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400706, India"
1284,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1285,Sector 21 Kamothe,Sector 21 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1286,Sector 23 Kharghar,Sector 23 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1287,Sector 7 Kharghar,Sector 7 Kharghar,19.0331695,73.0658742,"Hotel Three Star, Sector 7, Kharghar Flyover, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1288,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1289,Sector 22 Kamothe,Sector 22 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1290,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1291,Sector 35I Kharghar,Sector 35I Kharghar,19.0458353,73.0783195,"Sector 19th Road, Kharghar Village, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1292,Karanjade,Karanjade,,,
1293,Sector 22 Kamothe,Sector 22 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1294,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1295,Sector 8B Belapur,Sector 8B Belapur,19.0310419,73.0356567,"Sector 9 Agro Project Farm, Belapur East, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, India"
1296,Khanda Colony,Khanda Colony,19.0062716,73.1077566,"Khanda Colony, Flyover, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401206, India"
1297,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1298,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1299,Sector 11 Kamothe,Sector 11 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1300,Adaigaon,Adaigaon,,,
1301,Sector 18 Ulwe,Sector 18 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1302,Sector 21 Kamothe,Sector 21 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1303,Sector 9 Ulwe,Sector 9 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1304,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1305,Khanda Colony,Khanda Colony,19.0062716,73.1077566,"Khanda Colony, Flyover, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401206, India"
1306,Sector 18 Kamothe,Sector 18 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1307,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1308,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1309,Ghansoli,Ghansoli,19.1163797,73.0069928,"Ghansoli, Ghansoli Station Road, Sector 6, Ghansoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400701, India"
1310,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1311,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1312,Kopar Khairane,Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1313,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1314,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1315,Vihighar,Vihighar,,,
1316,Pushpak Nagar,Pushpak Nagar,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1317,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1318,Sector 8 Sanpada,Sector 8 Sanpada,19.0607337,73.0116775,"Sanpada, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400705, India"
1319,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1320,Sector 20 Kopar Khairane,Sector 20 Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1321,Sector 9 Vashi,Sector 9 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1322,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1323,Karanjade,Karanjade,,,
1324,Kopar Khairane,Kopar Khairane,19.1056227,72.9988648,"Kopar Khairane Village, Kopar Khairne, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400709, India"
1325,Sector 19 Kharghar,Sector 19 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1326,Sector 19 Kharghar,Sector 19 Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1327,Shilphata,Shilphata,19.1430394,73.0467879,"Shilphata, Shill Phata, Shill Gaon, Thane, Thane Subdistrict, Thane, Maharashtra, 410701, India"
1328,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1329,Karanjade,Karanjade,,,
1330,Airoli,Airoli,19.1585147,72.9994019,"Airoli, Airoli Station Road, Airoli Sector 2, Airoli, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400708, India"
1331,Sector 24 Ulwe,Sector 24 Ulwe,18.9759053,73.0297988,"Sector 19 Road, Vahal Village, Ulwe, Panvel Subdistrict, Raigad, Maharashtra, 400706, India"
1332,Sector 17 Ulwe,Sector 17 Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1333,Sector 35E Kharghar,Sector 35E Kharghar,19.0471632,73.0807711,"Sector 18th Road, Murbi Village, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1334,Sector 17 Vashi,Sector 17 Vashi,19.0757840,72.9952364,"Vashi, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400703, India"
1335,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1336,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1337,Old Panvel,Old Panvel,18.9876767,73.1112492,"Old Panvel Bhaji Market, New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410200, India"
1338,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1339,Kamothe,Kamothe,19.0164338,73.0806552,"Mansarovar, Mansarovar Station Road, Jui, Navi Mumbai, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1340,Navada Colony,Navada Colony,19.0538460,73.1030296,"Navade Road, MIDC Road Flyover, MIDC Taloja, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 401218, India"
1341,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1342,Panvel,Panvel,18.9895249,73.1221935,"Panvel, Panvel Subdistrict, Raigad, Maharashtra, India"
1343,Sector 35 Kamothe,Sector 35 Kamothe,19.0173837,73.0954838,"Prem Aangan society,kamothe, Prem Aangan, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410209, India"
1344,Ulwe,Ulwe,17.8910705,73.7891047,"ulwe, 123, Satara, Jaoli, Satara, Maharashtra, 400706, India"
1345,Sector 35G Kharghar,Sector 35G Kharghar,19.0705589,73.0693177,"Hyde Park, Sector 35G, Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1346,Sector 7 Kharghar,Sector 7 Kharghar,19.0331695,73.0658742,"Hotel Three Star, Sector 7, Kharghar Flyover, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410210, India"
1347,Sector 20 Roadpali,Sector 20 Roadpali,19.0366032,73.0911631,"Roadpali Park Ave, Kalamboli, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410218, India"
1348,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1349,Dronagiri,Dronagiri,18.8813327,72.9647315,"Dronagiri, Panvel Uran Road, Bokadvira, Uran Subdistrict, Raigad, Maharashtra, 400707, India"
1350,Taloja Phase 2,Taloja Phase 2,19.0754826,73.0921912,"Taloja, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410208, India"
1351,Kharghar,Kharghar,19.0525298,73.0735111,"Kharghar, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 420210, India"
1352,New Panvel,New Panvel,18.9993761,73.1239899,"New Panvel, Panvel, Panvel Subdistrict, Raigad, Maharashtra, 410206, India"
1353,Sector 44A Seawoods,Sector 44A Seawoods,19.0126990,73.0115861,"Sector-44A, Seawoods West, Navi Mumbai, Thane Subdistrict, Thane, Maharashtra, 400706, India"
